,date,amount,transaction_id,rate,flat_fee,product,rate_fee,total_fees
25565,2021-04-10 06:49:27,2406,pr_1633330167229933406,0.03,0.0,pr,72.17999999999999,72.17999999999999
40658,2021-04-10 06:52:38,1066,pp_1633330358170872066,0.025,2.0,pp,26.650000000000002,28.650000000000002
90592,2021-04-10 06:59:35,1113,pr_1633330775015168113,0.03,0.0,pr,33.39,33.39
21165,2021-04-10 07:01:48,62,pos_1633330908026289062,0.01,2.0,pos,0.62,2.62
109929,2021-04-10 07:04:51,1021,pr_1633331090897194021,0.03,0.0,pr,30.63,30.63
72696,2021-04-10 07:08:05,92,pos_1633331284608984092,0.01,2.0,pos,0.92,2.92
15953,2021-04-10 07:31:12,124,pos_1633332672095805124,0.01,2.0,pos,1.24,3.24
129004,2021-04-10 07:35:54,1529,pp_1633332954097112529,0.025,2.0,pp,38.225,40.225
72504,2021-04-10 07:36:43,1040,pp_1633333003464960040,0.025,2.0,pp,26.0,28.0
75657,2021-04-10 07:48:10,165,pr_1633333689976055165,0.03,0.0,pr,4.95,4.95
79424,2021-04-10 07:52:17,896,pr_1633333937198601896,0.03,0.0,pr,26.88,26.88
5012,2021-04-10 08:13:22,1112,pp_1633335201915371112,0.025,2.0,pp,27.8,29.8
52481,2021-04-10 08:16:42,1548,pr_1633335401941260548,0.03,0.0,pr,46.44,46.44
108218,2021-04-10 08:25:48,2182,pr_1633335947747885182,0.03,0.0,pr,65.46,65.46
123284,2021-04-10 08:28:46,228,pr_1633336126329430228,0.03,0.0,pr,6.84,6.84
105420,2021-04-10 08:39:03,325,pr_1633336742858018325,0.03,0.0,pr,9.75,9.75
124863,2021-04-10 08:43:56,100,pp_1633337036258818100,0.025,2.0,pp,2.5,4.5
53771,2021-04-10 08:53:28,409,pr_1633337607858128409,0.03,0.0,pr,12.27,12.27
76536,2021-04-10 08:56:32,5,pos_1633337791793158005,0.01,2.0,pos,0.05,2.05
44750,2021-04-10 09:03:56,1077,pr_1633338236131383077,0.03,0.0,pr,32.31,32.31
49788,2021-04-10 09:31:16,918,pp_1633339875848223918,0.025,2.0,pp,22.950000000000003,24.950000000000003
112160,2021-04-10 09:39:59,1260,pr_1633340398775617260,0.03,0.0,pr,37.8,37.8
129848,2021-04-10 09:44:01,3026,pr_1633340640783184026,0.03,0.0,pr,90.78,90.78
99399,2021-04-10 09:51:16,24,pp_1633341075977077024,0.025,2.0,pp,0.6000000000000001,2.6
56048,2021-04-10 10:01:16,138,pos_1633341675564151138,0.01,2.0,pos,1.3800000000000001,3.38
58981,2021-04-10 10:02:31,719,pr_1633341750739609719,0.03,0.0,pr,21.57,21.57
22560,2021-04-10 10:07:53,265,pp_1633342072616018265,0.025,2.0,pp,6.625,8.625
63550,2021-04-10 10:09:51,1102,pr_1633342190572763102,0.03,0.0,pr,33.06,33.06
59804,2021-04-10 10:10:45,979,pr_1633342245307303979,0.03,0.0,pr,29.369999999999997,29.369999999999997
26184,2021-04-10 10:11:57,1285,pr_1633342317375295285,0.03,0.0,pr,38.55,38.55
49765,2021-04-10 10:14:26,970,pp_1633342466320565970,0.025,2.0,pp,24.25,26.25
26111,2021-04-10 10:24:52,219,pos_1633343092408737219,0.01,2.0,pos,2.19,4.1899999999999995
5241,2021-04-10 10:25:34,97,pr_1633343134138603097,0.03,0.0,pr,2.9099999999999997,2.9099999999999997
2293,2021-04-10 10:38:24,36,pos_1633343903659919036,0.01,2.0,pos,0.36,2.36
67474,2021-04-10 10:40:33,265,pos_1633344032630088265,0.01,2.0,pos,2.65,4.65
41586,2021-04-10 10:42:01,215,pr_1633344120669688215,0.03,0.0,pr,6.45,6.45
82086,2021-04-10 10:47:38,167,pr_1633344458034756167,0.03,0.0,pr,5.01,5.01
108163,2021-04-10 10:47:56,130,pos_1633344475557869130,0.01,2.0,pos,1.3,3.3
106187,2021-04-10 10:57:59,60,pos_1633345079426751060,0.01,2.0,pos,0.6,2.6
70235,2021-04-10 11:06:01,2015,pp_1633345561313004015,0.025,2.0,pp,50.375,52.375
93878,2021-04-10 11:26:38,1733,pp_1633346797613660733,0.025,2.0,pp,43.325,45.325
125290,2021-04-10 11:31:47,127,pos_1633347107317340127,0.01,2.0,pos,1.27,3.27
16652,2021-04-10 11:32:22,287,pos_1633347142009388287,0.01,2.0,pos,2.87,4.87
38236,2021-04-10 11:33:17,383,pr_1633347197008877383,0.03,0.0,pr,11.49,11.49
1292,2021-04-10 11:35:20,113,pos_1633347319596038113,0.01,2.0,pos,1.1300000000000001,3.13
41866,2021-04-10 11:38:04,149,pos_1633347484232562149,0.01,2.0,pos,1.49,3.49
123131,2021-04-10 11:44:49,1537,pr_1633347888899474537,0.03,0.0,pr,46.11,46.11
41209,2021-04-10 11:47:13,124,pos_1633348032678921124,0.01,2.0,pos,1.24,3.24
135071,2021-04-10 12:06:59,178,pos_1633349219211509178,0.01,2.0,pos,1.78,3.7800000000000002
66664,2021-04-10 12:10:41,1940,pr_1633349440640400940,0.03,0.0,pr,58.199999999999996,58.199999999999996
58952,2021-04-10 12:13:53,55,pos_1633349632628647055,0.01,2.0,pos,0.55,2.55
352,2021-04-10 12:16:10,913,pp_1633349770430554913,0.025,2.0,pp,22.825000000000003,24.825000000000003
3992,2021-04-10 12:18:32,499,pr_1633349911501812499,0.03,0.0,pr,14.969999999999999,14.969999999999999
108872,2021-04-10 12:21:15,509,pr_1633350074617896509,0.03,0.0,pr,15.27,15.27
141446,2021-04-10 12:22:41,557,pr_1633350161251302557,0.03,0.0,pr,16.71,16.71
103884,2021-04-10 12:27:46,1660,pr_1633350466281123660,0.03,0.0,pr,49.8,49.8
11106,2021-04-10 12:32:29,229,pp_1633350748616660229,0.025,2.0,pp,5.7250000000000005,7.7250000000000005
98161,2021-04-10 12:43:14,51,pr_1633351393810816051,0.03,0.0,pr,1.53,1.53
114557,2021-04-10 12:43:58,161,pos_1633351437728304161,0.01,2.0,pos,1.61,3.6100000000000003
3651,2021-04-10 13:00:01,457,pr_1633352401389875457,0.03,0.0,pr,13.709999999999999,13.709999999999999
137333,2021-04-10 13:12:58,1678,pp_1633353178475495678,0.025,2.0,pp,41.95,43.95
22289,2021-04-10 13:17:28,1461,pr_1633353447803106461,0.03,0.0,pr,43.83,43.83
123974,2021-04-10 13:25:59,1415,pp_1633353959275208415,0.025,2.0,pp,35.375,37.375
23936,2021-04-10 13:28:05,139,pos_1633354084553568139,0.01,2.0,pos,1.3900000000000001,3.39
110675,2021-04-10 13:36:45,206,pos_1633354605181288206,0.01,2.0,pos,2.06,4.0600000000000005
43530,2021-04-10 13:37:50,50,pos_1633354670223206050,0.01,2.0,pos,0.5,2.5
100440,2021-04-10 13:47:25,382,pr_1633355244768432382,0.03,0.0,pr,11.459999999999999,11.459999999999999
109613,2021-04-10 13:49:26,441,pp_1633355366173713441,0.025,2.0,pp,11.025,13.025
124368,2021-04-10 13:49:43,1870,pp_1633355382932357870,0.025,2.0,pp,46.75,48.75
81060,2021-04-10 14:03:50,1890,pp_1633356229614253890,0.025,2.0,pp,47.25,49.25
126267,2021-04-10 14:13:59,1792,pr_1633356839418063792,0.03,0.0,pr,53.76,53.76
108464,2021-04-10 14:14:53,2169,pr_1633356892686229169,0.03,0.0,pr,65.07,65.07
41386,2021-04-10 14:19:31,172,pr_1633357170585632172,0.03,0.0,pr,5.16,5.16
68695,2021-04-10 14:32:20,122,pos_1633357939671009122,0.01,2.0,pos,1.22,3.2199999999999998
34127,2021-04-10 14:51:22,56,pos_1633359082084839056,0.01,2.0,pos,0.56,2.56
119296,2021-04-10 14:59:51,964,pr_1633359590507210964,0.03,0.0,pr,28.919999999999998,28.919999999999998
64644,2021-04-10 15:02:55,69,pos_1633359774887658069,0.01,2.0,pos,0.6900000000000001,2.69
119674,2021-04-10 15:06:23,146,pr_1633359982564725146,0.03,0.0,pr,4.38,4.38
131869,2021-04-10 15:13:50,483,pr_1633360429722323483,0.03,0.0,pr,14.49,14.49
104392,2021-04-10 15:34:41,51,pos_1633361680809901051,0.01,2.0,pos,0.51,2.51
12297,2021-04-10 15:54:11,996,pp_1633362851426657996,0.025,2.0,pp,24.900000000000002,26.900000000000002
90931,2021-04-10 16:06:46,767,pp_1633363605676814767,0.025,2.0,pp,19.175,21.175
66599,2021-04-10 16:12:52,36,pos_1633363972204699036,0.01,2.0,pos,0.36,2.36
129516,2021-04-10 16:45:35,1290,pr_1633365935346044290,0.03,0.0,pr,38.699999999999996,38.699999999999996
80560,2021-04-10 16:54:01,2526,pr_1633366441163501526,0.03,0.0,pr,75.78,75.78
89259,2021-04-10 17:10:15,992,pr_1633367415195515992,0.03,0.0,pr,29.759999999999998,29.759999999999998
128833,2021-04-10 17:10:20,153,pos_1633367420298442153,0.01,2.0,pos,1.53,3.5300000000000002
18189,2021-04-10 17:10:28,1962,pp_1633367428205582962,0.025,2.0,pp,49.050000000000004,51.050000000000004
21683,2021-04-10 17:20:45,1295,pr_1633368045341036295,0.03,0.0,pr,38.85,38.85
41615,2021-04-10 17:44:26,672,pr_1633369465508824672,0.03,0.0,pr,20.16,20.16
29663,2021-04-10 18:00:01,1170,pr_1633370401343069170,0.03,0.0,pr,35.1,35.1
109838,2021-04-10 18:02:26,1267,pr_1633370545841402267,0.03,0.0,pr,38.01,38.01
59874,2021-04-10 18:10:12,472,pr_1633371011987273472,0.03,0.0,pr,14.16,14.16
10774,2021-04-10 18:14:50,474,pr_1633371290074591474,0.03,0.0,pr,14.219999999999999,14.219999999999999
60132,2021-04-10 18:33:54,1677,pr_1633372433672322677,0.03,0.0,pr,50.309999999999995,50.309999999999995
88985,2021-04-10 18:46:59,887,pr_1633373219285419887,0.03,0.0,pr,26.61,26.61
3381,2021-04-10 19:17:27,818,pr_1633375046795514818,0.03,0.0,pr,24.54,24.54
23063,2021-04-10 19:36:59,199,pos_1633376219417703199,0.01,2.0,pos,1.99,3.99
18598,2021-04-10 19:44:26,2008,pp_1633376666168489008,0.025,2.0,pp,50.2,52.2
99218,2021-04-10 19:45:44,575,pp_1633376743855845575,0.025,2.0,pp,14.375,16.375
118092,2021-04-10 19:55:43,1843,pp_1633377342538598843,0.025,2.0,pp,46.075,48.075
113020,2021-04-10 20:12:25,1176,pr_1633378345187143176,0.03,0.0,pr,35.28,35.28
73699,2021-04-10 20:21:15,44,pos_1633378875297854044,0.01,2.0,pos,0.44,2.44
11612,2021-04-10 21:52:48,534,pr_1633384368441857534,0.03,0.0,pr,16.02,16.02
94878,2021-04-11 00:05:06,46,pr_1635984305531513046,0.03,0.0,pr,1.38,1.38
129519,2021-04-11 01:59:53,162,pr_1635991193277345162,0.03,0.0,pr,4.859999999999999,4.859999999999999
66800,2021-04-11 02:16:55,1178,pr_1635992214830377178,0.03,0.0,pr,35.339999999999996,35.339999999999996
56374,2021-04-11 03:00:46,50,pos_1635994846107506050,0.01,2.0,pos,0.5,2.5
7757,2021-04-11 03:22:12,311,pr_1635996132105797311,0.03,0.0,pr,9.33,9.33
80165,2021-04-11 03:50:59,1915,pp_1635997859339680915,0.025,2.0,pp,47.875,49.875
35662,2021-04-11 04:59:32,41,pos_1636001971985341041,0.01,2.0,pos,0.41000000000000003,2.41
19186,2021-04-11 05:10:21,2745,pr_1636002620533907745,0.03,0.0,pr,82.35,82.35
25836,2021-04-11 05:10:29,940,pr_1636002628781416940,0.03,0.0,pr,28.2,28.2
125448,2021-04-11 05:21:23,535,pr_1636003283079828535,0.03,0.0,pr,16.05,16.05
89276,2021-04-11 05:56:39,45,pos_1636005399234124045,0.01,2.0,pos,0.45,2.45
6394,2021-04-11 05:57:03,52,pos_1636005423190058052,0.01,2.0,pos,0.52,2.52
85861,2021-04-11 06:15:13,242,pos_1636006512943631242,0.01,2.0,pos,2.42,4.42
49583,2021-04-11 06:24:30,993,pr_1636007070300955993,0.03,0.0,pr,29.79,29.79
67381,2021-04-11 06:26:25,1469,pr_1636007185230560469,0.03,0.0,pr,44.07,44.07
43065,2021-04-11 06:49:17,1079,pp_1636008556965916079,0.025,2.0,pp,26.975,28.975
3868,2021-04-11 06:59:37,146,pos_1636009176756168146,0.01,2.0,pos,1.46,3.46
116149,2021-04-11 07:18:32,2395,pr_1636010312024924395,0.03,0.0,pr,71.85,71.85
21430,2021-04-11 07:46:23,113,pos_1636011983013744113,0.01,2.0,pos,1.1300000000000001,3.13
69796,2021-04-11 07:47:15,2636,pr_1636012034859031636,0.03,0.0,pr,79.08,79.08
2533,2021-04-11 07:53:02,67,pos_1636012381989320067,0.01,2.0,pos,0.67,2.67
16365,2021-04-11 08:07:21,321,pos_1636013241245877321,0.01,2.0,pos,3.21,5.21
11994,2021-04-11 08:11:48,195,pos_1636013507586852195,0.01,2.0,pos,1.95,3.95
124412,2021-04-11 08:17:26,214,pos_1636013846347922214,0.01,2.0,pos,2.14,4.140000000000001
74049,2021-04-11 08:20:04,3182,pr_1636014003635534182,0.03,0.0,pr,95.46,95.46
115026,2021-04-11 08:22:30,2435,pr_1636014149831965435,0.03,0.0,pr,73.05,73.05
41763,2021-04-11 08:26:49,83,pos_1636014408563328083,0.01,2.0,pos,0.8300000000000001,2.83
130229,2021-04-11 08:33:35,214,pr_1636014815473746214,0.03,0.0,pr,6.42,6.42
37098,2021-04-11 08:44:11,32,pos_1636015451353160032,0.01,2.0,pos,0.32,2.32
19871,2021-04-11 08:59:22,69,pos_1636016361608336069,0.01,2.0,pos,0.6900000000000001,2.69
67883,2021-04-11 09:07:58,1870,pp_1636016877723493870,0.025,2.0,pp,46.75,48.75
73807,2021-04-11 09:13:09,1904,pr_1636017188653839904,0.03,0.0,pr,57.12,57.12
1984,2021-04-11 09:30:00,1481,pr_1636018200129835481,0.03,0.0,pr,44.43,44.43
48926,2021-04-11 09:51:17,166,pos_1636019477250541166,0.01,2.0,pos,1.6600000000000001,3.66
59735,2021-04-11 09:59:50,2247,pr_1636019990331667247,0.03,0.0,pr,67.41,67.41
31981,2021-04-11 10:15:36,2480,pr_1636020935788982480,0.03,0.0,pr,74.39999999999999,74.39999999999999
136509,2021-04-11 10:16:23,1316,pp_1636020982548395316,0.025,2.0,pp,32.9,34.9
127080,2021-04-11 10:23:15,391,pr_1636021394998883391,0.03,0.0,pr,11.73,11.73
80176,2021-04-11 10:23:52,364,pr_1636021431924558364,0.03,0.0,pr,10.92,10.92
66312,2021-04-11 10:28:01,183,pos_1636021681105868183,0.01,2.0,pos,1.83,3.83
1172,2021-04-11 10:35:29,793,pr_1636022129374772793,0.03,0.0,pr,23.79,23.79
23931,2021-04-11 10:39:30,1717,pp_1636022369906744717,0.025,2.0,pp,42.925000000000004,44.925000000000004
139798,2021-04-11 10:58:44,654,pr_1636023523901809654,0.03,0.0,pr,19.62,19.62
87916,2021-04-11 11:01:05,685,pr_1636023665416981685,0.03,0.0,pr,20.55,20.55
107821,2021-04-11 11:06:39,1577,pr_1636023999369323577,0.03,0.0,pr,47.309999999999995,47.309999999999995
43203,2021-04-11 11:10:00,166,pos_1636024199771072166,0.01,2.0,pos,1.6600000000000001,3.66
90413,2021-04-11 11:15:16,63,pos_1636024515739665063,0.01,2.0,pos,0.63,2.63
73621,2021-04-11 11:37:07,937,pr_1636025826679221937,0.03,0.0,pr,28.11,28.11
57820,2021-04-11 11:43:52,752,pp_1636026231649593752,0.025,2.0,pp,18.8,20.8
89723,2021-04-11 11:51:16,1600,pr_1636026676295428600,0.03,0.0,pr,48.0,48.0
90829,2021-04-11 11:54:23,116,pos_1636026863312074116,0.01,2.0,pos,1.16,3.16
141309,2021-04-11 11:56:19,318,pp_1636026978911195318,0.025,2.0,pp,7.95,9.95
123373,2021-04-11 12:01:56,2174,pr_1636027315569563174,0.03,0.0,pr,65.22,65.22
25720,2021-04-11 12:02:00,1751,pp_1636027320179439751,0.025,2.0,pp,43.775000000000006,45.775000000000006
38428,2021-04-11 12:02:12,26,pos_1636027331966926026,0.01,2.0,pos,0.26,2.26
119289,2021-04-11 12:11:37,96,pos_1636027897164149096,0.01,2.0,pos,0.96,2.96
88841,2021-04-11 12:12:14,230,pos_1636027934412194230,0.01,2.0,pos,2.3000000000000003,4.300000000000001
66055,2021-04-11 12:12:35,1663,pr_1636027955482700663,0.03,0.0,pr,49.89,49.89
79231,2021-04-11 12:28:13,1867,pr_1636028893296729867,0.03,0.0,pr,56.01,56.01
33660,2021-04-11 12:45:43,7,pos_1636029942944563007,0.01,2.0,pos,0.07,2.07
58571,2021-04-11 12:51:21,5,pos_1636030280663587005,0.01,2.0,pos,0.05,2.05
6801,2021-04-11 12:54:33,106,pos_1636030472588215106,0.01,2.0,pos,1.06,3.06
45560,2021-04-11 13:00:09,280,pos_1636030809084344280,0.01,2.0,pos,2.8000000000000003,4.800000000000001
125947,2021-04-11 13:05:35,170,pos_1636031135463737170,0.01,2.0,pos,1.7,3.7
76864,2021-04-11 13:17:02,104,pos_1636031821816089104,0.01,2.0,pos,1.04,3.04
32546,2021-04-11 13:52:48,73,pr_1636033968283503073,0.03,0.0,pr,2.19,2.19
22984,2021-04-11 13:56:01,139,pos_1636034161332326139,0.01,2.0,pos,1.3900000000000001,3.39
97966,2021-04-11 13:59:07,1007,pr_1636034346683358007,0.03,0.0,pr,30.209999999999997,30.209999999999997
84897,2021-04-11 14:06:35,1894,pr_1636034794515415894,0.03,0.0,pr,56.82,56.82
30669,2021-04-11 14:37:34,2293,pr_1636036653865358293,0.03,0.0,pr,68.78999999999999,68.78999999999999
87447,2021-04-11 14:52:57,1855,pr_1636037577169783855,0.03,0.0,pr,55.65,55.65
127746,2021-04-11 14:59:22,691,pr_1636037961579248691,0.03,0.0,pr,20.73,20.73
65152,2021-04-11 15:01:28,1666,pr_1636038087723975666,0.03,0.0,pr,49.98,49.98
40453,2021-04-11 15:02:06,248,pr_1636038126345230248,0.03,0.0,pr,7.4399999999999995,7.4399999999999995
87223,2021-04-11 15:18:15,2525,pr_1636039094730019525,0.03,0.0,pr,75.75,75.75
45977,2021-04-11 15:36:37,176,pos_1636040197186058176,0.01,2.0,pos,1.76,3.76
2674,2021-04-11 15:47:03,233,pp_1636040823382981233,0.025,2.0,pp,5.825,7.825
72156,2021-04-11 15:49:11,64,pr_1636040950771328064,0.03,0.0,pr,1.92,1.92
63624,2021-04-11 16:06:45,2848,pp_1636042005363563848,0.025,2.0,pp,71.2,73.2
56979,2021-04-11 16:06:46,1028,pr_1636042005990669028,0.03,0.0,pr,30.84,30.84
80733,2021-04-11 16:12:44,60,pos_1636042364155282060,0.01,2.0,pos,0.6,2.6
114091,2021-04-11 16:33:38,1657,pr_1636043618421374657,0.03,0.0,pr,49.71,49.71
100653,2021-04-11 16:52:59,608,pr_1636044778787397608,0.03,0.0,pr,18.24,18.24
23464,2021-04-11 16:53:34,1728,pr_1636044814479282728,0.03,0.0,pr,51.839999999999996,51.839999999999996
82404,2021-04-11 16:59:12,438,pp_1636045151634301438,0.025,2.0,pp,10.950000000000001,12.950000000000001
45496,2021-04-11 17:16:54,213,pos_1636046214410147213,0.01,2.0,pos,2.13,4.13
138172,2021-04-11 17:27:52,123,pos_1636046872386626123,0.01,2.0,pos,1.23,3.23
5057,2021-04-11 18:17:57,127,pos_1636049877277583127,0.01,2.0,pos,1.27,3.27
84748,2021-04-11 18:21:45,12,pos_1636050104801423012,0.01,2.0,pos,0.12,2.12
124705,2021-04-11 18:36:13,264,pos_1636050972589105264,0.01,2.0,pos,2.64,4.640000000000001
24811,2021-04-11 18:40:00,92,pr_1636051199500998092,0.03,0.0,pr,2.76,2.76
56983,2021-04-11 18:49:37,1229,pr_1636051777398098229,0.03,0.0,pr,36.87,36.87
53432,2021-04-11 18:58:58,2853,pr_1636052338448912853,0.03,0.0,pr,85.59,85.59
62483,2021-04-11 20:48:55,1000,pr_1636058934754147000,0.03,0.0,pr,30.0,30.0
917,2021-04-11 21:58:47,568,pr_1636063127473412568,0.03,0.0,pr,17.04,17.04
22964,2021-04-11 22:34:06,185,pos_1636065246127739185,0.01,2.0,pos,1.85,3.85
33113,2021-04-12 00:16:30,347,pr_1638576990096658347,0.03,0.0,pr,10.41,10.41
95038,2021-04-12 00:47:45,1197,pp_1638578865174531197,0.025,2.0,pp,29.925,31.925
45446,2021-04-12 01:24:39,541,pr_1638581078948499541,0.03,0.0,pr,16.23,16.23
20301,2021-04-12 01:40:47,686,pp_1638582046669860686,0.025,2.0,pp,17.150000000000002,19.150000000000002
91780,2021-04-12 01:41:48,1191,pr_1638582108005964191,0.03,0.0,pr,35.73,35.73
4383,2021-04-12 01:53:46,108,pos_1638582826163869108,0.01,2.0,pos,1.08,3.08
25800,2021-04-12 02:15:55,106,pos_1638584155007181106,0.01,2.0,pos,1.06,3.06
118923,2021-04-12 04:02:20,49,pos_1638590540136840049,0.01,2.0,pos,0.49,2.49
51692,2021-04-12 05:09:19,587,pr_1638594559055679587,0.03,0.0,pr,17.61,17.61
84332,2021-04-12 05:10:02,296,pos_1638594602393835296,0.01,2.0,pos,2.96,4.96
50394,2021-04-12 05:24:41,566,pp_1638595480802436566,0.025,2.0,pp,14.15,16.15
12763,2021-04-12 05:26:49,62,pr_1638595609063801062,0.03,0.0,pr,1.8599999999999999,1.8599999999999999
63652,2021-04-12 05:48:28,795,pr_1638596908492315795,0.03,0.0,pr,23.849999999999998,23.849999999999998
73393,2021-04-12 05:53:32,535,pr_1638597212268458535,0.03,0.0,pr,16.05,16.05
72221,2021-04-12 06:17:21,93,pp_1638598641412983093,0.025,2.0,pp,2.325,4.325
127684,2021-04-12 06:18:08,122,pos_1638598688225972122,0.01,2.0,pos,1.22,3.2199999999999998
136005,2021-04-12 06:26:47,260,pos_1638599206594076260,0.01,2.0,pos,2.6,4.6
41158,2021-04-12 06:34:57,2472,pr_1638599697067770472,0.03,0.0,pr,74.16,74.16
102731,2021-04-12 06:55:58,113,pos_1638600957574545113,0.01,2.0,pos,1.1300000000000001,3.13
68091,2021-04-12 07:00:43,1867,pp_1638601242921056867,0.025,2.0,pp,46.675000000000004,48.675000000000004
41366,2021-04-12 07:15:55,1435,pr_1638602155184275435,0.03,0.0,pr,43.05,43.05
49891,2021-04-12 07:20:41,868,pr_1638602440754942868,0.03,0.0,pr,26.04,26.04
57585,2021-04-12 07:21:42,2302,pr_1638602501949761302,0.03,0.0,pr,69.06,69.06
92990,2021-04-12 07:26:08,171,pos_1638602767998870171,0.01,2.0,pos,1.71,3.71
22709,2021-04-12 07:30:08,1897,pr_1638603008152966897,0.03,0.0,pr,56.91,56.91
120885,2021-04-12 07:41:03,244,pr_1638603662615974244,0.03,0.0,pr,7.319999999999999,7.319999999999999
99766,2021-04-12 08:06:20,92,pos_1638605180380556092,0.01,2.0,pos,0.92,2.92
83413,2021-04-12 08:16:54,303,pos_1638605814334571303,0.01,2.0,pos,3.0300000000000002,5.03
77840,2021-04-12 08:23:18,28,pos_1638606198115827028,0.01,2.0,pos,0.28,2.2800000000000002
90443,2021-04-12 08:24:03,263,pp_1638606243336866263,0.025,2.0,pp,6.575,8.575
84447,2021-04-12 08:30:24,79,pos_1638606623938159079,0.01,2.0,pos,0.79,2.79
65564,2021-04-12 08:43:16,26,pos_1638607396042917026,0.01,2.0,pos,0.26,2.26
108064,2021-04-12 08:50:05,201,pos_1638607804519990201,0.01,2.0,pos,2.0100000000000002,4.01
120583,2021-04-12 08:51:57,1549,pp_1638607916970958549,0.025,2.0,pp,38.725,40.725
12292,2021-04-12 08:59:04,77,pp_1638608343688062077,0.025,2.0,pp,1.925,3.925
10639,2021-04-12 09:17:34,363,pr_1638609454124848363,0.03,0.0,pr,10.889999999999999,10.889999999999999
67785,2021-04-12 09:41:03,35,pos_1638610863448131035,0.01,2.0,pos,0.35000000000000003,2.35
79985,2021-04-12 09:43:03,137,pos_1638610983220582137,0.01,2.0,pos,1.37,3.37
25693,2021-04-12 09:48:24,1185,pp_1638611304406308185,0.025,2.0,pp,29.625,31.625
88132,2021-04-12 09:59:05,368,pr_1638611944674482368,0.03,0.0,pr,11.04,11.04
110721,2021-04-12 10:05:48,441,pr_1638612348349547441,0.03,0.0,pr,13.229999999999999,13.229999999999999
100524,2021-04-12 10:19:48,136,pos_1638613188293875136,0.01,2.0,pos,1.36,3.3600000000000003
108,2021-04-12 10:25:24,215,pp_1638613523509471215,0.025,2.0,pp,5.375,7.375
110809,2021-04-12 10:27:01,42,pr_1638613621287107042,0.03,0.0,pr,1.26,1.26
41085,2021-04-12 10:37:10,110,pos_1638614230397474110,0.01,2.0,pos,1.1,3.1
59411,2021-04-12 10:40:02,831,pr_1638614402059564831,0.03,0.0,pr,24.93,24.93
21628,2021-04-12 11:06:18,249,pr_1638615977705275249,0.03,0.0,pr,7.47,7.47
22690,2021-04-12 11:12:19,253,pr_1638616338932215253,0.03,0.0,pr,7.59,7.59
115765,2021-04-12 11:19:52,762,pr_1638616792224744762,0.03,0.0,pr,22.86,22.86
81574,2021-04-12 11:24:59,679,pr_1638617099132053679,0.03,0.0,pr,20.37,20.37
103338,2021-04-12 11:30:25,40,pos_1638617424550370040,0.01,2.0,pos,0.4,2.4
135140,2021-04-12 11:35:24,517,pr_1638617724377233517,0.03,0.0,pr,15.51,15.51
65897,2021-04-12 11:39:24,877,pp_1638617964393758877,0.025,2.0,pp,21.925,23.925
1558,2021-04-12 11:47:28,1148,pp_1638618448354774148,0.025,2.0,pp,28.700000000000003,30.700000000000003
82157,2021-04-12 11:56:10,1310,pp_1638618970029623310,0.025,2.0,pp,32.75,34.75
109006,2021-04-12 11:57:11,148,pos_1638619030535630148,0.01,2.0,pos,1.48,3.48
54194,2021-04-12 11:58:11,5,pos_1638619091385140005,0.01,2.0,pos,0.05,2.05
38468,2021-04-12 12:17:29,47,pos_1638620248637923047,0.01,2.0,pos,0.47000000000000003,2.47
125541,2021-04-12 12:18:36,129,pos_1638620315832162129,0.01,2.0,pos,1.29,3.29
62652,2021-04-12 12:23:21,381,pos_1638620601282392381,0.01,2.0,pos,3.81,5.8100000000000005
